id,class_label,entities
62009,0,ORG PERSON GPE
70568,0,PERSON PERSON GPE GPE GPE CARDINAL PERSON
69737,0,PERSON PERSON ORG ORG ORG GPE
88939,0,0
81948,0,ORG ORG ORG
4236,1,ORG ORG DATE DATE DATE CARDINAL DATE DATE DATE
36605,1,CARDINAL ORG ORG ORG ORG
64771,1,ORG PERSON PERSON TIME TIME DATE DATE CARDINAL
11500,1,PERSON PERSON PERSON CARDINAL CARDINAL NORP NORP NORP NORP NORP CARDINAL CARDINAL NORP
60678,0,GPE ORG
86733,0,PERSON PERSON PERSON PERSON PERSON PERSON PERSON ORG PERSON PERSON
42213,1,GPE PERSON CARDINAL LAW LAW LAW GPE ORG GPE
49761,0,ORG ORG
16477,1,PERSON ORG ORG
32703,0,DATE DATE DATE DATE NORP CARDINAL DATE
73499,0,PERSON PERSON PERSON DATE
58275,0,GPE GPE PERSON ORG DATE GPE PERSON CARDINAL
63344,0,ORG ORG ORG ORG ORG ORG ORG NORP PERSON PERSON DATE
34591,0,0
16833,1,ORG ORG ORG ORG ORG PERSON ORG ORG ORG ORG PERSON PERSON ORG ORG
16126,1,PERSON EVENT EVENT EVENT PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON
20677,1,ORG NORP ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE DATE DATE NORP
13090,0,GPE
71309,0,PERSON PERSON GPE GPE GPE GPE GPE
16943,0,DATE ORG ORG ORG ORG QUANTITY QUANTITY QUANTITY QUANTITY ORG ORG ORG QUANTITY QUANTITY QUANTITY QUANTITY ORG QUANTITY QUANTITY ORG ORG ORG QUANTITY QUANTITY
26658,1,ORG ORG ORG ORG ORG ORG ORG CARDINAL LOC
41016,1,ORG ORG FAC
17250,1,CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL NORP NORP NORP
12575,1,PERSON PERSON DATE DATE
71773,0,ORG ORG ORG CARDINAL CARDINAL ORG ORG
23065,1,ORG ORG ORG ORG PERSON PERSON PERSON MONEY MONEY MONEY MONEY ORG NORP NORP LOC LOC LOC
52339,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG PERSON PERSON
43168,1,GPE ORG ORG PERCENT PERCENT GPE ORG
44473,1,ORG ORG ORG CARDINAL
64402,0,PERSON DATE DATE
22874,1,ORG
87621,0,PERSON PERSON GPE
15055,1,PERSON PERSON GPE ORDINAL ORDINAL ORG
15097,0,GPE GPE
57872,0,NORP NORP DATE DATE DATE PERSON PERSON PERSON
79193,0,ORG ORG ORG ORG ORG ORG DATE
39600,1,PERSON PERSON ORG ORG ORG ORG ORG ORG ORG ORG GPE
16029,1,PERSON PERSON PERSON DATE GPE GPE
50259,0,PRODUCT PRODUCT ORG ORG ORG ORG ORG DATE DATE DATE PERSON PERSON
4738,1,PERSON ORG CARDINAL CARDINAL PERSON PERSON CARDINAL DATE DATE DATE
75633,0,GPE CARDINAL PERSON GPE DATE DATE DATE ORG
15518,1,ORG ORG ORG ORG DATE DATE ORG TIME TIME GPE GPE
7050,1,0
28072,0,0
43850,0,ORG CARDINAL
30761,0,GPE ORG ORG GPE DATE DATE PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT GPE ORG NORP LAW LAW
17127,1,CARDINAL NORP PERCENT PERCENT
56772,1,GPE ORDINAL GPE GPE
16590,1,NORP ORDINAL NORP NORP PERSON PERSON GPE
68882,0,PERSON NORP GPE
18867,1,FAC ORG ORG FAC
57371,0,ORG ORG CARDINAL PERSON CARDINAL CARDINAL CARDINAL
73189,0,ORG PERSON PERSON NORP PERSON PERCENT PERCENT DATE DATE PERSON NORP NORP
69279,0,ORG ORG GPE PERSON GPE ORG ORG ORG ORG
26367,1,LANGUAGE GPE
10279,1,ORG PERSON GPE PERSON GPE PERSON GPE ORG
31637,0,ORG
69188,0,PERSON PERSON PERSON GPE PERSON GPE ORG ORG ORG ORG ORG ORG
62810,0,PERSON PERSON
44970,1,ORG ORG NORP PERSON
2510,1,ORG GPE
19319,1,GPE GPE
24142,1,ORG DATE DATE DATE ORG PERSON PERSON PERSON
23378,1,TIME PERSON PERSON NORP ORG PERSON PERSON PERSON PERSON
46915,0,NORP PERSON
1260,1,PERSON PERSON DATE DATE DATE DATE
59011,0,WORK_OF_ART PERSON
30601,0,EVENT EVENT EVENT
34738,0,ORG ORG ORG ORG ORG GPE
48457,0,ORG ORG ORG ORG ORG ORG ORG ORG
73966,0,CARDINAL MONEY MONEY MONEY
81677,0,PERSON PERSON CARDINAL PERSON
78780,0,ORG
62508,0,GPE DATE DATE PERSON PERSON PERSON
547,1,CARDINAL ORG PERSON DATE DATE ORG NORP CARDINAL ORG DATE DATE DATE DATE
48777,0,GPE DATE DATE DATE ORG GPE DATE DATE DATE PRODUCT ORG ORG GPE PERSON
70544,0,ORG GPE PERSON ORG GPE GPE GPE GPE GPE ORG
11189,1,MONEY DATE DATE DATE DATE PERCENT PERCENT MONEY
87227,0,GPE ORG
83669,0,PERSON PERSON ORG
55463,0,PERSON GPE PRODUCT PRODUCT
80033,0,CARDINAL CARDINAL CARDINAL PERSON
68884,0,PERSON PERSON PERSON ORG ORG ORG ORG ORG
6043,1,ORG PERSON PERSON
80344,0,DATE ORG ORG CARDINAL CARDINAL ORG
27067,0,GPE CARDINAL CARDINAL CARDINAL ORG
47699,0,ORG
32067,0,ORG
82161,0,PERSON PERSON LAW CARDINAL PERSON PERSON ORG ORG ORG ORG ORG MONEY
3923,1,ORG PERSON PERSON ORG ORG NORP ORG ORG ORG ORG NORP PERSON NORP PERSON
56182,0,GPE GPE NORP NORP
77231,0,PERSON MONEY MONEY MONEY NORP NORP GPE
51637,0,PERSON PERSON PERSON CARDINAL PERSON PERSON PERSON PERSON MONEY
47799,0,0
29927,0,PERSON DATE PERSON PERSON
86321,0,ORG ORG PERSON PERSON PERSON ORG PERSON PERSON MONEY
58684,0,PERSON
80290,0,GPE MONEY MONEY PERSON
4150,1,DATE DATE
47925,0,PERSON GPE
72906,1,ORG GPE ORG PERSON
24083,1,PERSON PERSON NORP ORG ORG ORG ORG
16472,1,ORG PERSON PERSON PERSON PERSON TIME TIME PERSON PERSON
37590,1,DATE CARDINAL PERCENT PERCENT DATE DATE DATE ORG
7537,1,ORG GPE PERCENT PERCENT ORDINAL CARDINAL CARDINAL
38043,1,GPE GPE ORG
42403,1,PERSON PERSON CARDINAL ORG LAW LAW LAW
17109,1,GPE GPE
15807,1,PERSON PERSON PERSON PERSON ORG ORG ORG PERSON
6376,1,ORG
81878,0,CARDINAL
61282,0,GPE ORG ORG ORG
53935,0,PERSON DATE DATE DATE DATE DATE
63895,0,WORK_OF_ART WORK_OF_ART PERSON ORG DATE ORG ORG ORG ORG PERSON PERSON PERSON ORDINAL CARDINAL CARDINAL DATE DATE ORG
89510,0,ORG CARDINAL GPE NORP
42152,1,PERSON PERSON FAC FAC FAC FAC ORG ORG ORG LAW LAW LAW
10229,1,ORG ORG ORG DATE DATE CARDINAL CARDINAL NORP DATE DATE DATE DATE DATE CARDINAL GPE GPE GPE GPE LOC LOC DATE DATE CARDINAL NORP
75098,0,PERSON GPE NORP PERSON GPE
13869,1,PERSON DATE PERSON PERSON PERSON CARDINAL GPE PERSON ORG DATE DATE ORG
79987,0,PERSON
63448,0,ORG ORG PERSON PERSON FAC FAC FAC NORP DATE PERSON
28169,0,PERSON PERSON PERSON
58909,0,PERSON PERSON LOC
85545,0,PRODUCT PRODUCT ORG ORG ORG TIME
81166,0,CARDINAL GPE GPE
15108,1,PERSON PERSON PERSON PERSON PERSON
84599,0,NORP NORP NORP NORP PERSON PERSON PERCENT PERCENT PERCENT PERCENT PERSON PERSON
33219,0,DATE DATE FAC ORG ORG
75389,0,NORP NORP PERSON PERSON PERSON PERSON GPE GPE PERCENT PERCENT PERCENT PERCENT PERSON ORG ORG
54076,0,DATE DATE DATE DATE DATE DATE
35485,0,DATE GPE
11311,1,PERSON PERSON DATE DATE DATE DATE PERCENT PERCENT
69418,0,ORG GPE GPE GPE GPE
83845,0,PERSON PERSON PERSON
27931,0,ORG PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT PERSON
87794,0,ORG ORG PERSON PERSON ORG ORG ORG
55106,0,ORG PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON
32925,1,DATE DATE DATE PERSON
22924,1,PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG ORG ORG ORG
67475,0,ORG ORG ORG ORG ORG ORG ORG CARDINAL CARDINAL CARDINAL PERSON PERSON
20186,1,ORG ORG ORDINAL GPE GPE GPE GPE ORG ORG
26761,0,0
2603,1,ORG ORG ORG ORG ORG ORG NORP ORG ORG ORG
15337,1,CARDINAL PERSON PERSON PERSON PERSON FAC FAC FAC
71548,0,ORG ORG
30328,0,ORG GPE
16990,1,GPE PERSON
41574,0,CARDINAL CARDINAL NORP PERSON
1611,1,ORG DATE DATE DATE DATE DATE
59534,0,PERSON PERSON PERSON
86828,0,DATE DATE PERSON
3623,1,GPE PERSON PERSON ORG
29697,0,PERSON PERSON
82474,0,PERSON PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG ORG ORG ORG
79373,0,PERSON PERSON CARDINAL PERSON
65042,0,DATE DATE DATE DATE DATE PERCENT PERCENT DATE DATE DATE DATE DATE CARDINAL PERCENT PERCENT DATE DATE DATE DATE DATE PERCENT PERCENT DATE DATE DATE DATE CARDINAL PERCENT PERCENT
26101,1,GPE LANGUAGE LANGUAGE GPE GPE GPE LANGUAGE NORP
53726,0,PERSON PERSON LOC
40694,1,CARDINAL GPE GPE GPE ORG GPE DATE ORG NORP GPE CARDINAL CARDINAL
25958,1,GPE GPE
15180,0,PERCENT PERCENT DATE DATE DATE PERCENT PERCENT PERCENT PERCENT
34153,0,GPE PERCENT PERCENT PERCENT GPE GPE GPE CARDINAL CARDINAL
42499,1,CARDINAL NORP NORP PERSON PERSON PERSON LAW LAW LAW
25151,1,GPE
84976,0,ORG ORG PERSON PERSON PERSON
35970,1,ORG ORG ORG ORG
17686,1,DATE ORG DATE CARDINAL GPE ORG ORG
14816,1,GPE ORG
7880,1,GPE ORDINAL ORG ORG ORG GPE ORG
37784,1,PERSON PERSON PERSON PERSON DATE DATE PERSON
76842,0,PERSON PERSON
57794,0,PERSON PERSON
79974,0,PERSON ORG PERSON
26049,1,CARDINAL LANGUAGE GPE GPE GPE ORG ORG PERSON ORG ORG ORG GPE
30327,0,PERSON PERSON ORG ORG PERSON PERSON PERSON PERSON
29944,0,ORG PERSON NORP PERSON PERSON
24841,1,GPE DATE PERSON PERSON CARDINAL CARDINAL
62076,0,GPE PERSON PERSON
14215,1,PERSON NORP PRODUCT GPE
86434,0,PERSON PERSON PERSON
29906,0,ORG PERSON PERCENT PERCENT
16764,1,PERSON FAC PERSON
2672,1,ORG ORG ORG ORG NORP
44126,1,NORP NORP PERCENT PERCENT NORP NORP
74095,0,DATE DATE CARDINAL CARDINAL CARDINAL DATE DATE DATE DATE DATE
74770,0,PERCENT PERCENT PERCENT PERCENT PRODUCT
86839,0,PERSON PERSON GPE PERSON CARDINAL CARDINAL CARDINAL ORG ORG ORG ORG CARDINAL
47185,0,DATE DATE PERSON DATE DATE DATE
53938,0,DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE DATE
70479,0,PERSON PERSON GPE GPE ORG GPE GPE MONEY MONEY MONEY MONEY
9382,1,NORP PERCENT PERCENT
65581,0,CARDINAL QUANTITY QUANTITY CARDINAL PERSON ORG PERCENT PERCENT PERCENT CARDINAL CARDINAL CARDINAL PERSON
33337,0,ORG DATE DATE
70500,0,PERSON GPE GPE TIME TIME TIME TIME PERSON GPE
61101,0,PERSON CARDINAL CARDINAL PERSON ORG NORP
57248,0,CARDINAL DATE CARDINAL DATE PERSON CARDINAL MONEY MONEY MONEY
31875,0,0
77061,0,GPE ORDINAL
26476,1,PERSON PERSON
84265,0,PERSON PERSON CARDINAL CARDINAL PERSON
61707,0,GPE PERSON PERSON PERSON PERSON PERSON PERSON ORG
17498,1,ORG DATE ORG PERSON PERSON
50894,0,ORG
1304,1,PERCENT PERCENT DATE DATE DATE DATE DATE
59611,0,MONEY MONEY QUANTITY QUANTITY ORG
84982,0,PERSON
15663,1,DATE DATE GPE GPE ORDINAL PERSON ORG ORG PERSON WORK_OF_ART WORK_OF_ART ORDINAL ORG
31928,1,ORG PERSON PERSON PERSON PERSON
82519,0,GPE CARDINAL PERCENT PERCENT PERCENT PERCENT PERCENT PERSON CARDINAL DATE
51804,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART GPE PERSON PERSON PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG PERSON PERSON
43111,1,GPE NORP ORG DATE DATE DATE NORP MONEY MONEY MONEY
6687,1,ORG ORG ORG LAW LAW LAW LAW DATE PERSON PERSON PERSON NORP NORP NORP ORG ORG ORG ORG PERCENT PERCENT NORP
39619,1,ORG ORG ORG CARDINAL PERSON PERSON NORP NORP NORP NORP NORP NORP
22732,1,QUANTITY QUANTITY CARDINAL CARDINAL CARDINAL DATE DATE DATE GPE ORG GPE PERCENT PERCENT DATE DATE
43178,1,GPE CARDINAL
46263,0,PERSON PERSON
25904,1,PERSON PERSON
58668,0,PERSON PERSON PERSON MONEY MONEY MONEY MONEY PERSON MONEY NORP
38599,1,TIME TIME PERSON CARDINAL PERSON MONEY ORG
32812,1,DATE
35646,0,0
6138,1,DATE
21344,1,DATE
85727,0,PERSON PERSON PERSON DATE DATE PERSON DATE PERSON PERSON ORG ORG
6121,1,0
25319,1,PERSON PERSON PERSON NORP ORG PERSON
18519,1,GPE GPE LOC LOC
39516,1,PERSON PERSON NORP ORG
14924,1,PERSON PERSON GPE ORDINAL GPE
32304,0,ORG
10335,1,ORG CARDINAL EVENT EVENT EVENT EVENT NORP
40708,1,ORG NORP NORP PERSON DATE GPE GPE LOC GPE
5118,1,NORP DATE DATE DATE DATE DATE DATE ORG ORG ORG ORG ORG ORG ORG ORG
57661,1,PERSON PERSON CARDINAL CARDINAL PERSON CARDINAL LAW LAW LAW LAW LAW LAW LAW LAW LAW PRODUCT PRODUCT PRODUCT ORG ORG ORG ORG ORG MONEY MONEY PERCENT PERCENT CARDINAL
20918,1,ORG ORG ORG ORG
50247,0,ORG GPE ORG
62415,1,PERSON PERSON PERSON PERSON PERSON
48001,0,ORG ORG ORG ORG ORG DATE DATE DATE TIME TIME
25730,1,NORP PERSON PERSON ORG PERSON
70588,0,PERSON PERSON PERSON CARDINAL PERSON DATE CARDINAL PERSON GPE CARDINAL PERSON GPE CARDINAL PERSON PERSON PERSON PERSON
14503,1,GPE ORDINAL DATE DATE ORG ORG CARDINAL CARDINAL WORK_OF_ART
19824,1,CARDINAL CARDINAL CARDINAL
68052,0,PERSON NORP DATE DATE DATE DATE NORP
41872,1,CARDINAL CARDINAL FAC FAC FAC
2259,1,GPE GPE CARDINAL CARDINAL CARDINAL
3251,0,ORG
15842,1,PERSON PERSON GPE
8944,1,ORG ORG PERSON PERSON DATE DATE CARDINAL
38275,1,GPE LOC CARDINAL ORG ORG
14001,1,DATE DATE GPE MONEY DATE DATE ORG ORG MONEY MONEY MONEY MONEY GPE
33127,0,PERSON PERSON CARDINAL DATE DATE
27425,0,0
77871,0,PERSON PERSON
4090,1,ORG PERSON PERSON ORG ORG PERSON PERSON PERSON PERSON
22430,1,DATE ORG
13734,1,ORG DATE DATE DATE
22211,1,ORG CARDINAL
15070,1,GPE MONEY MONEY MONEY
37716,1,PERSON PERSON PERSON DATE ORG
18438,1,PERSON ORG ORG PERSON ORG
39738,1,PERSON MONEY
15958,1,PERSON PERSON
16649,0,DATE DATE ORG ORG ORG ORG ORG ORG ORG PERSON PERSON PERSON PERSON NORP NORP NORP NORP NORP PERSON MONEY MONEY MONEY
24710,1,ORG ORG ORG ORG CARDINAL DATE CARDINAL
45331,1,ORG ORG ORG
25647,1,CARDINAL PERSON PERSON ORG ORG ORG
39830,1,ORG PRODUCT ORG
14534,1,PERCENT PERCENT PERCENT PERCENT PERCENT PERCENT ORG ORG ORG
76490,0,NORP PERSON NORP
29730,0,ORG DATE DATE PERSON PERSON DATE DATE DATE DATE DATE GPE
53883,0,DATE DATE DATE DATE DATE CARDINAL
61092,1,PERSON ORG CARDINAL CARDINAL
50348,0,DATE DATE
34947,0,EVENT NORP
30605,0,ORG ORG ORG CARDINAL LAW LAW LAW
44436,1,0
80488,0,GPE DATE DATE ORG ORG CARDINAL CARDINAL CARDINAL
3178,1,ORG CARDINAL ORG
33873,0,PERCENT PERCENT PERCENT GPE GPE GPE CARDINAL CARDINAL
88292,0,ORG ORG PERSON PERSON ORG
18584,1,ORG PRODUCT ORG ORG ORG
62919,0,PERSON PERSON
21860,1,GPE GPE GPE
35651,0,NORP
47787,0,NORP DATE DATE ORG
18432,1,ORG ORG ORG
31099,0,GPE GPE PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART GPE DATE DATE DATE DATE CARDINAL
16028,1,ORG ORG ORG ORG ORG PERSON PERSON ORG LOC LOC LOC LOC
53023,0,ORG ORG GPE
47518,0,ORG PRODUCT PRODUCT PRODUCT CARDINAL ORG CARDINAL
30150,0,ORG ORG GPE ORG ORG ORG
14796,1,GPE
74141,0,DATE
76606,0,PERSON NORP ORG ORG ORG ORG PERSON PERSON
76310,0,ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART GPE EVENT EVENT EVENT EVENT GPE GPE GPE ORG ORG ORG ORG ORG ORG ORG ORG PERSON ORG ORG ORG
70647,0,GPE
87554,0,ORG ORG PERSON PERSON GPE GPE GPE
72755,0,ORG ORG ORG PERSON PERSON
2282,1,PERSON GPE GPE
25953,1,GPE
21469,1,ORG ORG ORG PERCENT PERCENT DATE
78048,0,ORG GPE
65596,0,CARDINAL QUANTITY QUANTITY CARDINAL PERSON ORG PERCENT PERCENT PERCENT CARDINAL CARDINAL CARDINAL PERSON
48326,0,CARDINAL CARDINAL ORG
58487,0,PERSON PERSON GPE ORG ORG
78869,0,0
8354,1,NORP
36656,1,PERSON ORG ORG ORG CARDINAL LAW
81829,0,PERSON PERSON
495,1,GPE PERSON CARDINAL ORG GPE ORG
23300,1,ORG NORP GPE GPE ORG MONEY
28583,0,CARDINAL GPE DATE DATE MONEY MONEY MONEY MONEY
1868,1,PERCENT PERCENT DATE PERCENT PERCENT CARDINAL DATE CARDINAL CARDINAL
13447,1,ORG ORG
49490,0,ORG ORG
29908,0,ORDINAL CARDINAL ORG
59485,0,ORG PERSON PERSON PERSON PERSON GPE
65714,0,GPE GPE
25822,1,PERCENT PERCENT PERCENT GPE GPE GPE PERCENT PERCENT PERCENT PERCENT PERCENT
39936,1,0
69482,0,PERCENT PERCENT DATE DATE GPE GPE PERSON PERSON GPE PERCENT PERCENT GPE GPE
64019,0,NORP PERSON PERSON PERSON PERSON PERSON PERSON GPE ORG ORG ORG ORDINAL NORP
45294,1,PRODUCT ORG CARDINAL DATE DATE GPE GPE
11231,1,DATE MONEY DATE MONEY DATE
1333,1,DATE DATE DATE PERCENT PERCENT DATE DATE DATE MONEY MONEY MONEY PERSON ORG DATE ORG DATE
71916,0,CARDINAL CARDINAL TIME TIME PERSON PERSON TIME TIME
12242,1,PERSON PERSON PERSON PERSON CARDINAL ORG ORG
25270,1,PERSON
76173,0,0
24394,1,PERCENT PERCENT MONEY MONEY MONEY PERSON FAC FAC
84879,0,MONEY MONEY MONEY
45231,1,0
83446,0,PERSON PERSON NORP ORG NORP ORG ORG
54121,0,DATE DATE DATE DATE DATE DATE DATE PERSON
75653,0,GPE CARDINAL PERSON GPE DATE DATE DATE ORG
29704,1,ORG ORG ORG PERSON
29519,0,DATE PERSON PERSON PERSON ORG ORG ORG
43703,0,ORG
72816,0,PERSON ORG
48141,0,GPE
4440,1,DATE DATE DATE DATE DATE DATE DATE DATE PERCENT PERCENT PERCENT PERCENT
26642,1,ORDINAL PERSON DATE ORG PERSON
25603,1,PERSON ORG
40678,1,ORG GPE LANGUAGE GPE
76316,0,NORP PERSON PRODUCT
8270,1,ORG ORG PERSON NORP CARDINAL
56066,0,DATE CARDINAL CARDINAL PERSON
69646,0,PERSON PERSON ORG ORG ORG ORG ORG ORG ORG ORG PERSON ORG PERSON PERSON PERSON PERSON GPE PERSON GPE NORP GPE
64558,0,DATE DATE PERSON PERSON DATE DATE ORG ORG PERSON
81845,0,PERSON PERSON CARDINAL CARDINAL
25680,1,PERSON PERSON PERSON ORG
35078,0,PERSON GPE ORG PERSON ORG ORG ORG ORG
48967,0,GPE PERCENT PERCENT GPE DATE DATE GPE GPE GPE NORP
18658,1,ORG ORG ORG ORG ORG
10783,1,CARDINAL CARDINAL NORP GPE GPE GPE NORP
21821,1,ORG ORG CARDINAL PERSON DATE DATE
59293,0,PERSON
82180,0,ORG PRODUCT PRODUCT PRODUCT EVENT EVENT ORG PERSON PERSON PERSON PERSON PERSON PERSON ORG ORG GPE
12427,1,PERSON PERSON DATE DATE
518,1,ORG PERSON CARDINAL ORG CARDINAL PERSON NORP
85874,0,ORG ORG
72539,0,ORG PERSON PERSON CARDINAL ORG ORG
48181,0,ORG ORG ORG ORG GPE GPE GPE
43888,0,0
55203,0,ORG
74335,0,PERSON TIME TIME TIME TIME MONEY MONEY MONEY MONEY MONEY MONEY MONEY
27151,0,ORDINAL PERSON
55197,1,ORG ORG ORG NORP ORG ORG ORG DATE DATE
77635,0,PERSON PERSON ORG LOC PERSON PERSON ORG
19797,1,ORG CARDINAL CARDINAL CARDINAL ORG ORG ORG ORG ORG PERSON CARDINAL CARDINAL
81281,0,CARDINAL GPE
39816,1,PERSON ORG PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT
20635,1,ORG ORG CARDINAL
60322,0,PERSON PERSON PERSON PERSON CARDINAL MONEY
26544,1,PERSON PERSON PERSON PERSON PERSON CARDINAL PERSON NORP PERSON PERSON
12795,0,PERSON PERSON ORG DATE DATE DATE DATE GPE MONEY MONEY CARDINAL WORK_OF_ART WORK_OF_ART
65958,0,ORG ORG ORG GPE ORG ORG ORG ORG ORG ORG ORG ORG GPE
63981,0,PERSON PERSON PERSON PERSON ORDINAL PERSON PERSON
26996,0,0
26701,0,0
31680,0,PERSON PERSON DATE DATE DATE DATE DATE DATE PERSON TIME TIME
32959,0,GPE NORP DATE PERSON DATE
79935,0,PERSON PERSON PERSON PERSON PERSON PERSON PERSON
13707,1,0
33763,0,PERSON PERSON GPE GPE
37946,1,PERSON CARDINAL ORG ORG ORG GPE ORG ORG ORG ORG GPE ORG
34875,0,ORG ORG ORG ORG PERSON PERSON ORG
58057,0,ORG PERSON PERSON ORG
78525,0,PERSON PERSON
20001,1,CARDINAL DATE DATE DATE CARDINAL NORP DATE DATE DATE DATE CARDINAL NORP CARDINAL
7694,1,GPE GPE GPE DATE DATE
24482,1,NORP NORP
70312,0,PERSON PERSON ORG GPE
4186,1,DATE DATE DATE DATE DATE
9039,1,LAW LAW LAW ORG DATE DATE DATE
38855,1,PERSON
38259,1,GPE GPE
53559,0,ORG GPE PERSON PERSON
6819,1,PERSON
20804,1,GPE ORG
19908,1,CARDINAL CARDINAL CARDINAL NORP
83537,0,PERSON PERSON PERSON PERSON PERSON ORG PERSON
84044,0,DATE DATE DATE DATE PERSON PERSON PERSON CARDINAL CARDINAL PERSON PERSON PERSON CARDINAL CARDINAL
13598,1,PERSON
37584,1,DATE CARDINAL NORP CARDINAL DATE DATE DATE DATE PERCENT PERCENT PERCENT PERCENT DATE DATE DATE DATE DATE DATE DATE
59990,0,FAC FAC PERSON PERSON GPE PERSON PERSON NORP
43067,1,ORG GPE ORDINAL CARDINAL
58825,0,LOC
4541,1,DATE DATE DATE
75283,0,PERSON PERSON PERSON PERSON CARDINAL PERSON PERSON NORP
58631,0,PERSON PERSON PERSON DATE DATE DATE
51893,0,NORP
60237,0,PERSON ORG ORG ORG ORG GPE PERSON
72485,0,PERSON PERSON PERSON PERSON PERSON NORP PERSON
61393,0,PERSON PERSON MONEY MONEY CARDINAL CARDINAL DATE DATE DATE DATE
11974,1,ORG ORG ORG ORG ORG PERSON PERSON MONEY CARDINAL MONEY MONEY
36244,1,NORP NORP PERSON PERSON
23467,1,LOC DATE DATE
70946,0,GPE
5190,1,GPE CARDINAL
13237,1,PERCENT PERCENT ORG GPE GPE GPE GPE GPE
88727,0,GPE DATE DATE DATE DATE DATE DATE PERSON PERSON PERSON PERSON
4718,1,PERSON PERSON PERSON PERSON PERSON GPE GPE PERSON MONEY
31120,0,GPE GPE NORP GPE PERSON
17020,1,PERSON GPE PERSON ORG ORG ORG ORG ORG ORG
31881,0,CARDINAL NORP ORG ORG NORP ORG
50131,0,0
11722,1,PERSON PERSON ORG ORG NORP NORP NORP NORP NORP NORP GPE PERSON
70729,0,GPE
24727,1,CARDINAL ORG ORG CARDINAL CARDINAL NORP
55669,0,0
82391,0,ORG PERSON PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
38155,1,CARDINAL ORG ORG ORG GPE ORG ORG ORG ORG GPE ORG
51424,0,PERSON ORG ORG ORG CARDINAL GPE DATE
38840,1,PERSON PERSON
15044,1,ORG ORG ORG ORG GPE MONEY
61421,0,ORG PERCENT PERCENT PERCENT CARDINAL CARDINAL
85630,0,CARDINAL DATE DATE DATE LANGUAGE ORDINAL ORDINAL DATE ORG
51353,0,PERSON PERSON
3501,1,PERSON PERSON
39934,1,GPE
53563,0,ORG PERSON ORG ORG PERSON MONEY MONEY
22894,1,CARDINAL CARDINAL CARDINAL CARDINAL
48723,0,ORG PERSON PERSON ORDINAL DATE DATE DATE DATE DATE
32410,0,NORP PERSON PERSON EVENT EVENT EVENT
84819,0,NORP ORDINAL PERSON
42400,1,CARDINAL ORG CARDINAL CARDINAL CARDINAL ORG PERSON PERSON ORG
48785,0,DATE DATE GPE ORG CARDINAL DATE EVENT EVENT EVENT EVENT
42026,1,TIME DATE DATE DATE DATE CARDINAL
6816,1,GPE
510,1,ORG ORG PERSON ORG CARDINAL
61607,0,GPE PERSON CARDINAL GPE
44056,0,DATE DATE DATE DATE GPE ORG
78746,0,PERSON NORP ORG ORG MONEY MONEY MONEY ORG
78601,0,DATE PERSON PERSON NORP GPE
22080,1,WORK_OF_ART WORK_OF_ART WORK_OF_ART PERSON NORP NORP CARDINAL DATE ORG PERCENT PERCENT DATE
83593,0,PERSON PERSON ORG ORG ORG DATE
57076,0,CARDINAL CARDINAL PERSON PERSON
30224,0,ORG PRODUCT EVENT EVENT EVENT
37532,1,DATE DATE DATE PERCENT PERCENT PERCENT DATE NORP NORP PERSON DATE DATE DATE PERCENT PERCENT PERCENT PERCENT CARDINAL
57473,1,ORG ORG ORG ORG ORG
73494,0,ORG ORG PERSON PERSON PERSON
67127,0,GPE
46597,0,TIME TIME PERCENT PERCENT LOC PERCENT PERCENT GPE PERCENT PERCENT PERSON PERSON PERCENT PERCENT PERCENT PERCENT PERCENT
25093,1,NORP CARDINAL NORP DATE DATE PERCENT PERCENT DATE DATE DATE GPE
4609,1,DATE DATE DATE ORG ORG ORG
12851,1,CARDINAL CARDINAL PERSON ORG
47626,0,ORG DATE
7253,1,PERSON PERSON GPE PERSON PERSON
2549,1,PRODUCT ORG ORG ORG ORG ORG
73214,0,MONEY MONEY CARDINAL
32033,0,ORG
13608,1,PERSON
49942,0,CARDINAL CARDINAL GPE GPE ORG
61615,0,PERSON PERSON PERSON
28188,0,GPE GPE
71195,0,ORG GPE GPE GPE GPE GPE
