id,class_label,entities
54496,0,ORG ORG ORG GPE GPE GPE GPE GPE
54497,0,GPE GPE
54498,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG DATE ORG
54499,0,GPE GPE GPE DATE DATE DATE
54500,0,DATE DATE DATE GPE GPE ORG ORG
54501,0,GPE GPE PERSON PERSON NORP
54502,0,GPE GPE GPE DATE DATE DATE
54503,0,PERSON PERSON GPE GPE GPE DATE DATE DATE
54504,1,GPE GPE GPE
54505,0,GPE GPE GPE DATE DATE DATE
54506,0,GPE GPE GPE DATE DATE DATE
54507,0,CARDINAL CARDINAL PERSON GPE GPE CARDINAL PERSON PERSON
54508,0,GPE GPE GPE DATE DATE DATE
54509,0,GPE GPE GPE DATE DATE DATE
54510,0,GPE GPE ORG CARDINAL
54511,0,GPE GPE GPE
54512,0,CARDINAL ORG ORG ORG ORG PERSON PERSON ORG ORG ORG ORG CARDINAL ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART
54513,0,GPE GPE GPE DATE DATE DATE
54514,0,GPE GPE
54515,0,GPE GPE GPE DATE DATE DATE
54516,0,PERSON PERSON PERSON GPE GPE GPE DATE DATE DATE
54517,0,ORG PERSON PERSON GPE GPE DATE DATE ORG PERSON GPE GPE
54518,0,GPE GPE GPE DATE DATE DATE
54519,0,GPE GPE GPE DATE DATE DATE
54520,0,GPE GPE GPE DATE DATE DATE
54521,0,GPE GPE GPE DATE
54522,0,GPE GPE GPE DATE DATE DATE
54523,0,ORG ORG DATE PERSON
54524,0,GPE GPE
54525,0,DATE CARDINAL NORP CARDINAL GPE GPE GPE DATE DATE DATE ORG
54526,0,GPE GPE GPE DATE DATE DATE
54527,0,GPE LOC DATE DATE DATE TIME TIME CARDINAL LOC
54528,0,DATE GPE GPE ORG ORG ORG ORG
54529,0,GPE GPE GPE DATE DATE DATE PERSON PERSON PERSON DATE DATE DATE DATE CARDINAL
54530,0,ORG ORG ORG ORG ORG
54531,0,PERSON GPE GPE GPE
54532,0,ORG ORG ORG ORG ORG ORG CARDINAL ORG ORG
54533,0,PERSON PERSON PERSON PERSON PERSON GPE GPE CARDINAL CARDINAL CARDINAL PERSON NORP
54534,0,ORG GPE GPE PERSON ORG PRODUCT PERSON CARDINAL GPE GPE DATE DATE DATE
54535,0,ORG GPE GPE PERSON ORG PRODUCT NORP PERSON CARDINAL GPE GPE
54536,0,CARDINAL ORG ORG ORG ORG ORG ORG CARDINAL CARDINAL ORG
54537,0,GPE GPE
54538,0,GPE GPE PERSON PERSON
54539,0,
54540,0,GPE GPE GPE FAC FAC FAC FAC FAC
54541,0,GPE GPE ORG PERSON
54542,0,DATE DATE TIME CARDINAL ORG ORG ORG ORG ORG ORG
54543,0,DATE GPE GPE GPE DATE DATE ORG DATE
54544,0,PERSON PERSON PERSON GPE GPE GPE DATE DATE DATE PERSON PERSON PERSON DATE DATE DATE DATE CARDINAL
54545,0,NORP ORG GPE GPE
54546,0,GPE GPE ORG DATE DATE ORG
54547,0,PERSON PERSON GPE GPE DATE
54548,0,GPE GPE DATE DATE
54549,0,PERSON PERSON PERSON
54550,1,GPE GPE GPE GPE
54551,0,GPE GPE ORG
54552,0,GPE GPE GPE DATE DATE DATE
54553,0,GPE GPE ORDINAL DATE DATE
54554,0,GPE GPE GPE DATE DATE DATE GPE
54555,0,DATE GPE GPE ORG PERSON PERSON GPE
54556,0,GPE GPE GPE ORG
54557,0,PERSON ORG GPE GPE GPE LOC
54558,0,ORG ORG ORG ORG ORG ORG ORG CARDINAL DATE DATE DATE DATE ORG ORG ORG
54559,0,ORG ORG ORG ORG GPE GPE GPE GPE DATE DATE DATE
54560,0,GPE GPE DATE DATE DATE ORG
54561,0,CARDINAL CARDINAL GPE DATE GPE GPE DATE DATE DATE GPE
54562,0,PERSON ORG ORG ORG GPE GPE GPE DATE DATE DATE ORG
54563,0,GPE GPE GPE DATE DATE DATE PERSON PERSON PERSON DATE DATE DATE DATE CARDINAL
54564,0,GPE ORG ORG ORG ORG ORG
54565,0,DATE ORG ORG ORG ORG ORG CARDINAL
54566,0,CARDINAL CARDINAL CARDINAL ORG GPE GPE
54567,0,
54568,0,DATE DATE DATE DATE DATE ORG GPE GPE
54569,0,GPE GPE
54570,0,GPE GPE GPE DATE DATE DATE
54571,0,GPE GPE ORG
54572,0,GPE GPE NORP GPE CARDINAL CARDINAL ORG
54573,0,
54574,0,CARDINAL GPE GPE
54575,0,PERSON GPE GPE PERSON
54576,0,ORG ORG ORG NORP ORG ORG GPE GPE PERSON PERSON
54577,0,GPE GPE
54578,0,PERSON NORP GPE GPE
54579,0,GPE GPE
54580,0,GPE GPE GPE
54581,0,PERSON GPE GPE
54582,0,GPE GPE ORG
54583,0,ORG DATE DATE DATE QUANTITY QUANTITY PERSON ORG ORG GPE GPE ORG DATE DATE
54584,0,DATE GPE GPE GPE DATE DATE ORG DATE
54585,0,ORG GPE GPE
54586,0,ORG ORG ORG ORG ORG ORG CARDINAL CARDINAL
54587,0,PERSON PERSON GPE GPE GPE CARDINAL GPE GPE
54588,0,GPE GPE DATE PERSON PERSON
54589,0,CARDINAL CARDINAL CARDINAL CARDINAL PERCENT PERCENT
54590,0,CARDINAL CARDINAL PERSON GPE GPE
54591,0,ORG ORG ORG ORG ORG ORG ORG
54592,0,GPE GPE
54593,0,ORG ORG ORG GPE GPE DATE
54594,0,PERSON PERSON ORG ORG ORG GPE GPE GPE DATE DATE DATE
54595,0,NORP GPE GPE GPE DATE DATE DATE DATE DATE DATE DATE PERSON PERSON
54596,0,GPE GPE GPE GPE DATE DATE DATE
54597,1,ORG ORG GPE GPE LOC PERSON PERSON PERSON
54598,0,GPE GPE GPE DATE DATE DATE PERSON PERSON PERSON DATE DATE DATE DATE
54599,0,ORG GPE GPE
54600,0,GPE GPE GPE DATE DATE DATE
54601,0,ORG GPE GPE
54602,0,ORG GPE GPE
54603,0,
54604,0,PERSON PERSON PERSON PERSON GPE GPE
54605,0,GPE GPE
54606,0,ORG ORG GPE GPE DATE DATE
54607,1,GPE GPE DATE
54608,0,ORG ORG ORG
54609,0,ORG ORG ORG ORG ORG ORG ORG GPE
54610,0,ORG ORG
54611,0,ORG GPE CARDINAL
54612,0,ORG
54613,0,ORG ORG ORG
54614,0,PERSON NORP
54615,0,PERSON ORG ORG ORG CARDINAL
54616,0,DATE DATE ORG
54617,0,ORG DATE DATE DATE PERSON
54618,0,PERSON ORG ORG GPE
54619,0,ORG DATE NORP
54620,0,GPE ORG ORG ORG PERSON PERSON ORDINAL ORG
54621,0,PERSON PERSON
54622,0,PERSON PERSON ORG
54623,0,NORP GPE GPE PERCENT PERCENT CARDINAL ORG PERSON
54624,0,GPE WORK_OF_ART WORK_OF_ART PERSON
54625,0,PERSON ORG
54626,0,GPE WORK_OF_ART WORK_OF_ART
54627,0,PERSON PERSON ORG ORG PERSON PERSON ORG ORG ORG ORG GPE
54628,0,PERSON PERSON PERCENT PERCENT
54629,0,ORG
54630,1,PERSON PERSON CARDINAL
54631,0,PERCENT PERCENT ORG
54632,0,PERSON PERSON ORG
54633,0,CARDINAL ORG PERSON ORG
54634,0,PERSON PRODUCT NORP
54635,0,ORG ORG
54636,0,NORP
54637,0,ORG PERSON
54638,0,PERSON PERSON PERSON DATE DATE
54639,0,ORG PERSON PERSON DATE
54640,0,ORG ORG ORG ORG
54641,0,PERSON PERSON ORG ORG ORG ORG
54642,0,ORG NORP DATE DATE DATE ORG
54643,0,ORG
54644,0,PERSON ORG PERSON CARDINAL
54645,0,ORG PERSON ORG
54646,0,PERSON PERSON
54647,0,PERSON PERSON NORP DATE DATE DATE
54648,0,ORG ORG PERSON PERSON PERSON ORG
54649,0,ORG PERSON
54650,0,PRODUCT PRODUCT PRODUCT ORG
54651,0,ORG ORG ORG ORG ORG
54652,0,ORG ORG PERCENT PERCENT PERSON PERSON
54653,0,PERSON PERSON PERSON
54654,0,PERSON GPE TIME TIME ORG TIME TIME
54655,0,ORG PERSON
54656,0,ORG NORP ORG DATE PERSON
54657,0,PERSON
54658,0,ORG ORG PERSON PERSON ORG
54659,0,PERSON PERSON DATE DATE DATE DATE DATE DATE DATE ORG
54660,0,ORG DATE PERSON
54661,0,ORG CARDINAL ORDINAL CARDINAL
54662,0,NORP PERSON PERSON
54663,0,ORG
54664,0,ORG
54665,0,PERSON ORG PERSON NORP
54666,0,PERSON
54667,1,LOC PERSON PERSON
54668,0,PERCENT PERCENT ORG
54669,0,NORP DATE DATE DATE ORG
54670,0,PERSON PERSON ORG ORG
54671,0,PERSON PERSON DATE DATE
54672,1,PERSON GPE PERSON ORG
54673,0,PERSON PERSON PERSON ORG
54674,0,ORG ORG
54675,0,ORG PERSON
54676,0,ORG
54677,0,PERSON
54678,0,PERSON GPE GPE GPE ORG ORG
54679,0,ORG DATE DATE
54680,0,PERSON PERSON PRODUCT PERCENT PERCENT DATE
54681,0,DATE GPE
54682,1,PERSON PERSON ORG
54683,0,PERSON PERSON CARDINAL
54684,0,PERSON PERSON PERSON PERSON NORP CARDINAL NORP
54685,0,ORG ORG ORG ORG PERSON ORG PERSON
54686,0,PERSON ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG
54687,0,DATE DATE CARDINAL ORG PERCENT PERCENT NORP
54688,0,PERSON ORG
54689,1,ORG ORG NORP PERSON
54690,0,ORG PERSON
54691,0,PERSON PERSON PERSON PERSON PERSON PERSON DATE DATE DATE
54692,0,PERSON ORG PERCENT PERCENT NORP
54693,0,ORG PERSON PERSON ORG
54694,0,PERSON PERSON ORG ORG PERSON
54695,0,PERSON PERSON PERSON
54696,0,PERSON PERSON PERSON ORG ORG PERSON DATE DATE DATE DATE ORG
54697,0,ORG
54698,0,ORG
54699,0,ORG
54700,0,PERSON ORG ORG ORG ORG ORG
54701,0,GPE
54702,0,ORG DATE
54703,0,PERSON ORG
54704,0,ORG ORG DATE ORG NORP
54705,0,ORG CARDINAL ORG PERSON PERSON
54706,0,NORP PERSON PERSON
54707,0,
54708,1,ORG DATE ORG PERSON PERSON ORG
54709,0,
54710,0,PERSON
54711,0,PERSON PERSON CARDINAL DATE DATE DATE DATE CARDINAL DATE DATE
54712,0,PERSON PERSON
54713,0,PERSON PERSON PERSON PERCENT PERCENT PERCENT PERCENT
54714,0,ORG CARDINAL CARDINAL CARDINAL
54715,0,PERSON PERSON PERSON DATE DATE DATE PERSON
54716,0,NORP
54717,0,ORG PERSON DATE DATE DATE
54718,0,PERSON DATE DATE DATE DATE NORP DATE DATE NORP ORG ORG ORG
54719,0,CARDINAL CARDINAL ORG DATE PRODUCT
54720,0,GPE NORP
54721,0,PERSON PERSON DATE DATE ORG
54722,0,ORG GPE PERSON PERSON
54723,0,PERSON PERSON
54724,0,ORG PERSON
54725,1,GPE GPE ORG PERSON
54726,0,PERSON ORG
54727,0,ORG
54728,0,PERSON NORP ORG GPE
54729,0,ORG ORG
54730,0,NORP ORG ORG ORG
54731,0,ORG PERSON
54732,0,ORG
54733,0,ORG ORG ORG ORG ORG ORG
54734,0,PERSON PRODUCT
54735,0,PERSON
54736,0,ORG ORG PERCENT PERCENT
54737,0,ORG ORG
54738,0,PERSON ORG PERSON ORG PERSON PERSON PERCENT PERCENT
54739,0,PERSON PERSON PERSON ORG PERSON
54740,0,ORG ORG PERSON
54741,0,PERSON NORP ORG PERSON GPE
54742,0,PERSON PERSON
54743,0,ORG ORG ORG ORG ORG
54744,0,PERSON PERSON ORG
54745,0,GPE PERSON
54746,0,GPE
54747,0,DATE ORG ORG ORG PERSON PERSON PERSON ORG
54748,0,ORG ORG NORP ORG ORG ORG ORG ORG
54749,0,PERSON PERSON PERSON
54750,0,ORG
54751,0,PERSON PERSON
54752,0,PERSON
54753,0,CARDINAL CARDINAL GPE ORG
54754,0,PERCENT PERCENT DATE DATE DATE ORG PERSON ORG
54755,0,ORG PERSON ORG
54756,0,ORG ORG CARDINAL CARDINAL
54757,0,ORDINAL ORG ORG NORP NORP PERSON ORG GPE CARDINAL
54758,0,ORG PERSON CARDINAL
54759,0,PERSON
54760,1,ORG GPE NORP PERSON
54761,0,GPE ORG ORG ORG ORG ORG ORG ORG PERSON
54762,0,PERSON ORG CARDINAL CARDINAL ORG
54763,0,
54764,0,PERSON PERSON
54765,0,PERSON PERSON PERSON CARDINAL NORP ORG
54766,1,ORG CARDINAL ORG PERSON
54767,1,ORG
54768,0,GPE NORP
54769,0,ORG PERSON PERSON PERSON ORG PERCENT PERCENT PERCENT
54770,0,ORG ORG
54771,0,PRODUCT PRODUCT PRODUCT PERSON
54772,0,PERSON MONEY MONEY MONEY MONEY
54773,0,ORG ORG ORG PERCENT PERCENT PERSON
54774,0,CARDINAL ORG ORG PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON ORG ORG ORG PERSON CARDINAL CARDINAL ORG DATE
54775,0,ORG ORG CARDINAL
54776,0,PERSON PERSON PERSON CARDINAL PERSON PERSON CARDINAL PERSON
54777,0,CARDINAL PERSON GPE ORG GPE GPE
54778,0,PERSON PERSON ORG ORG PRODUCT DATE DATE DATE DATE
54779,0,ORG ORG PERSON PERSON CARDINAL CARDINAL PERSON CARDINAL
54780,0,ORG NORP NORP PERSON GPE GPE GPE
54781,0,ORG ORDINAL PERSON ORG ORG PERCENT PERCENT
54782,0,PERSON PERSON NORP ORG
54783,0,CARDINAL ORG
54784,0,ORG ORG ORG PERSON PERSON
54785,0,ORG PERSON ORG ORG ORG PERSON
54786,0,PERSON PERSON PERSON PERSON ORG
54787,0,CARDINAL CARDINAL ORG
54788,0,ORG
54789,0,PERSON PERSON PERSON MONEY MONEY MONEY PERSON DATE
54790,0,FAC FAC FAC ORG
54791,0,ORG PERSON PERSON PERCENT PERCENT PERCENT PERSON PERCENT PERCENT
54792,0,
54793,0,NORP
54794,0,NORP NORP DATE
54795,1,PERSON ORG PERSON PERSON ORG
54796,0,ORG CARDINAL ORG ORG ORG ORG
54797,0,GPE ORG GPE GPE
54798,0,CARDINAL CARDINAL ORG GPE CARDINAL DATE DATE DATE DATE
54799,0,PERSON PERSON ORG
54800,0,PERSON PERSON ORG ORG PERSON PERSON GPE
54801,0,PERSON PERSON PERSON PERCENT PERCENT PRODUCT
54802,0,GPE
54803,1,ORG ORG ORG ORG ORG ORG ORG ORG PERSON ORG CARDINAL
54804,0,NORP
54805,0,ORG
54806,0,CARDINAL PERSON PERSON
54807,0,PERSON PERSON PERSON PERSON NORP
54808,0,ORG ORG ORG ORG ORG
54809,0,PERCENT PERCENT PERCENT PERCENT ORG ORG ORG ORG
54810,0,PERSON PRODUCT ORG NORP ORG ORG ORG GPE GPE
54811,0,ORG PERSON PERSON
54812,0,PERSON PERSON PERSON PERSON PERSON
54813,0,ORG NORP
54814,0,ORG ORG
54815,0,ORG ORG PERSON PERSON PERSON PERSON GPE
54816,0,ORG ORG
54817,0,PERSON PERSON PERSON PERSON
54818,1,PERSON ORG ORG ORG GPE ORG
54819,0,PERSON PERSON
54820,0,ORG LOC
54821,0,NORP
54822,0,NORP PERSON ORG ORG ORG ORG CARDINAL GPE LOC LOC
54823,0,ORG ORG DATE DATE DATE DATE DATE DATE
54824,0,GPE GPE ORG PERSON NORP
54825,0,PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON NORP ORG ORG ORG PERSON PERSON PERSON PERSON PERSON PERSON ORG PERSON PERSON ORG ORG ORG ORG
54826,0,ORG
54827,0,ORG NORP ORG
54828,0,ORG PERSON PERSON PERSON GPE PERSON
54829,0,ORG
54830,0,PERSON GPE ORG NORP NORP
54831,1,PERSON PERSON PERSON
54832,0,PERSON PERSON ORG GPE ORG
54833,0,CARDINAL
54834,0,PERSON PERSON DATE DATE DATE DATE DATE DATE
54835,0,ORDINAL ORG ORG
54836,0,ORG PERSON
54837,0,
54838,0,PERSON PERSON PERSON ORG ORG ORG PERSON CARDINAL NORP
54839,0,ORG ORG ORG PERSON
54840,0,NORP PERSON PRODUCT ORG ORG ORG ORG ORG ORG NORP ORG NORP
54841,0,ORG
54842,0,ORG
54843,0,ORG GPE
54844,0,ORG ORG ORG ORG ORG ORG
54845,0,PERSON CARDINAL LAW LAW LAW LAW
54846,0,DATE DATE DATE DATE DATE DATE DATE DATE
54847,0,DATE DATE CARDINAL GPE
54848,0,NORP MONEY MONEY MONEY NORP NORP NORP
54849,0,ORG NORP
54850,0,CARDINAL ORG ORG ORG CARDINAL NORP NORP CARDINAL
54851,0,
54852,0,ORDINAL ORG ORG ORG ORG ORG ORG ORG ORG CARDINAL
54853,0,PERSON
54854,0,PERSON PERSON NORP CARDINAL NORP NORP
54855,0,NORP ORG GPE
54856,0,ORG
54857,0,NORP
54858,0,CARDINAL
54859,0,ORG CARDINAL CARDINAL CARDINAL
54860,0,ORG ORG
54861,0,PRODUCT PRODUCT PRODUCT ORG ORG ORG ORG ORG LAW
54862,0,CARDINAL NORP
54863,1,PERSON PERSON PERSON PERSON PERCENT PERCENT PERCENT NORP DATE DATE DATE ORG
54864,0,ORG PERSON PERSON ORG ORG ORG ORG
54865,0,PERSON ORG ORG ORG NORP
54866,0,PERSON PERSON DATE DATE DATE DATE
54867,0,LAW LAW LAW CARDINAL NORP CARDINAL CARDINAL NORP CARDINAL PERSON
54868,0,GPE ORG
54869,0,CARDINAL ORG CARDINAL
54870,0,CARDINAL CARDINAL CARDINAL CARDINAL NORP CARDINAL NORP
54871,0,
54872,0,PERSON
54873,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54874,1,CARDINAL CARDINAL ORG ORG
54875,0,PERSON PERSON PERSON PERSON PERSON ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG PRODUCT PRODUCT ORG
54876,0,ORG ORG
54877,0,NORP CARDINAL ORG ORG ORG
54878,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54879,0,NORP ORG CARDINAL ORG ORG ORG CARDINAL MONEY NORP GPE
54880,0,DATE DATE DATE DATE DATE DATE
54881,0,CARDINAL
54882,0,ORG
54883,0,ORG DATE DATE CARDINAL
54884,0,CARDINAL ORG ORG
54885,0,NORP ORG CARDINAL CARDINAL
54886,0,ORG ORG GPE ORG ORG ORG ORG ORG
54887,0,ORG ORG CARDINAL
54888,0,CARDINAL ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG CARDINAL ORG
54889,0,CARDINAL
54890,0,NORP NORP NORP
54891,0,ORG ORG PERSON
54892,0,GPE GPE
54893,0,LAW LAW LAW LAW CARDINAL NORP
54894,0,ORG NORP CARDINAL CARDINAL
54895,0,NORP CARDINAL ORG ORG ORG ORG
54896,0,ORG ORG ORG
54897,1,CARDINAL
54898,0,ORG ORG ORG NORP
54899,0,ORG DATE CARDINAL
54900,0,ORG ORG NORP CARDINAL
54901,0,MONEY
54902,0,DATE DATE
54903,0,CARDINAL LAW LAW GPE
54904,0,ORG NORP WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART NORP
54905,0,
54906,0,ORG NORP CARDINAL
54907,0,ORG PERSON PERSON DATE NORP CARDINAL CARDINAL ORG
54908,0,PERSON ORG ORG NORP NORP PERSON
54909,0,ORG ORG ORG NORP CARDINAL NORP CARDINAL NORP
54910,0,PERSON PERSON DATE DATE
54911,0,ORG WORK_OF_ART WORK_OF_ART ORG
54912,0,ORG
54913,1,ORG CARDINAL PERSON
54914,0,CARDINAL CARDINAL
54915,0,ORG ORG PERSON PERSON ORG ORG PERSON GPE CARDINAL CARDINAL
54916,0,GPE GPE GPE CARDINAL
54917,0,ORG NORP NORP ORG ORG
54918,0,CARDINAL
54919,0,ORG ORG ORG ORG CARDINAL
54920,0,NORP CARDINAL
54921,0,CARDINAL CARDINAL CARDINAL CARDINAL DATE
54922,0,NORP
54923,0,NORP NORP ORG ORG ORG ORG
54924,0,ORG
54925,0,ORG ORG PERSON CARDINAL ORG PERSON DATE DATE PERSON CARDINAL TIME TIME CARDINAL ORG ORG
54926,0,PERSON ORG CARDINAL
54927,0,PERSON PERSON CARDINAL
54928,0,CARDINAL
54929,0,NORP ORG NORP ORG
54930,0,ORG ORG ORG ORG
54931,0,ORG CARDINAL NORP
54932,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54933,0,PERSON NORP CARDINAL
54934,0,ORG ORG CARDINAL PERCENT PERCENT ORG ORG ORG
54935,0,NORP NORP ORG
54936,0,ORG CARDINAL
54937,0,ORG NORP
54938,0,ORG
54939,0,ORG ORG
54940,0,NORP ORG ORG ORG NORP ORG ORG ORG
54941,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54942,0,CARDINAL ORG ORG ORG
54943,0,ORG ORG ORG DATE DATE
54944,0,CARDINAL
54945,0,ORG CARDINAL PERSON
54946,0,ORG ORG ORG ORG ORG ORG ORG ORG ORG ORG CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54947,0,NORP ORG GPE GPE
54948,0,CARDINAL
54949,0,PERSON PERSON CARDINAL NORP
54950,0,NORP
54951,0,ORG ORG NORP NORP CARDINAL
54952,0,NORP ORG ORG ORG ORG ORG
54953,0,PERSON NORP CARDINAL
54954,0,PERSON CARDINAL ORG PERSON DATE DATE PERSON CARDINAL TIME TIME CARDINAL ORG ORG
54955,0,CARDINAL GPE GPE
54956,0,CARDINAL
54957,0,ORG NORP PERSON ORG DATE DATE NORP ORG ORG ORG
54958,0,PERSON PERSON GPE CARDINAL CARDINAL ORG
54959,0,LAW LAW LAW LAW PERSON
54960,0,
54961,0,PERSON PERSON
54962,0,LAW LAW LAW LAW PERSON NORP CARDINAL CARDINAL CARDINAL CARDINAL CARDINAL
54963,0,NORP GPE
54964,0,ORG ORDINAL
54965,0,NORP
54966,0,PERSON PERSON ORG ORG ORG ORG ORG ORG PERSON PERSON GPE ORG
54967,0,ORG NORP CARDINAL
54968,0,ORG GPE
54969,1,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54970,0,PERSON PERSON PERSON PERSON DATE DATE
54971,0,QUANTITY QUANTITY
54972,0,ORG CARDINAL CARDINAL CARDINAL NORP ORG
54973,0,PRODUCT PRODUCT PRODUCT CARDINAL CARDINAL
54974,0,
54975,1,NORP ORG ORG ORG NORP CARDINAL CARDINAL NORP
54976,0,
54977,0,CARDINAL
54978,0,PERSON PERSON NORP ORG CARDINAL NORP DATE DATE
54979,0,ORG ORG ORG PERSON PERSON PRODUCT PRODUCT ORG ORG ORG ORG ORG ORG ORG CARDINAL
54980,0,LAW LAW LAW ORG ORG ORG CARDINAL
54981,0,PERSON CARDINAL
54982,1,ORG ORG NORP CARDINAL CARDINAL NORP PERSON
54983,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54984,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54985,0,NORP ORG CARDINAL NORP
54986,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54987,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54988,0,WORK_OF_ART WORK_OF_ART WORK_OF_ART
54989,0,ORG NORP ORG
54990,0,PERSON PERSON PERSON LAW LAW LAW CARDINAL
54991,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54992,0,ORG CARDINAL CARDINAL
54993,0,DATE ORDINAL NORP ORG
54994,0,PERSON PERSON ORG NORP NORP
54995,0,ORG NORP ORG DATE PERSON NORP PERSON
54996,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
54997,0,ORG ORG ORG ORG DATE NORP CARDINAL
54998,0,NORP NORP PERSON PERSON CARDINAL CARDINAL PERSON PERSON ORG
54999,0,PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON PERSON ORG ORG ORG ORG WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART ORG DATE ORG ORG ORG ORG ORG ORG ORG CARDINAL
55000,0,DATE DATE
55001,0,NORP NORP CARDINAL CARDINAL
55002,0,ORG
55003,0,ORG PERSON NORP
55004,0,NORP NORP CARDINAL
55005,0,ORG CARDINAL
55006,0,ORG ORG
55007,0,ORG PERSON PERSON PERSON PERSON DATE DATE DATE NORP
55008,0,NORP ORG GPE
55009,0,ORG CARDINAL NORP ORG PERSON
55010,0,ORG ORG ORG ORG ORG ORG ORG
55011,0,CARDINAL NORP NORP
55012,0,CARDINAL LAW LAW ORG
55013,0,ORG GPE ORG ORG ORG ORG ORG
55014,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
55015,0,ORG ORG ORG ORG ORG CARDINAL
55016,0,
55017,0,
55018,0,CARDINAL ORDINAL NORP
55019,0,NORP PERSON PERCENT PERCENT
55020,0,ORG ORG DATE GPE DATE DATE DATE
55021,0,PERSON LANGUAGE ORG DATE
55022,0,DATE DATE
55023,0,PERSON PERSON NORP CARDINAL NORP
55024,0,PERSON CARDINAL NORP
55025,0,PERSON PERSON CARDINAL
55026,0,GPE GPE PERSON NORP NORP CARDINAL
55027,0,CARDINAL CARDINAL CARDINAL DATE DATE CARDINAL PERSON PERSON
55028,0,ORG ORG ORG ORG
55029,0,ORG CARDINAL ORG DATE
55030,0,
55031,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
55032,0,CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
55033,0,ORG CARDINAL
55034,0,PERSON PERSON NORP ORG DATE DATE
55035,0,
55036,0,LAW LAW LAW CARDINAL
55037,0,CARDINAL
55038,0,LAW LAW LAW CARDINAL NORP
55039,0,CARDINAL
55040,0,CARDINAL CARDINAL CARDINAL
55041,0,NORP DATE
55042,0,DATE CARDINAL
55043,0,CARDINAL
55044,0,CARDINAL GPE GPE GPE GPE GPE GPE GPE GPE GPE
55045,0,PERSON CARDINAL NORP ORG LAW LAW LAW WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART
55046,0,CARDINAL CARDINAL MONEY MONEY MONEY MONEY MONEY PERSON PERSON ORG ORG ORG ORG PERSON
55047,0,ORG NORP CARDINAL NORP NORP
55048,1,CARDINAL CARDINAL
55049,0,ORG ORG ORG ORG ORG CARDINAL PERSON NORP
55050,0,NORP
55051,0,ORG ORG CARDINAL ORG NORP
55052,1,ORG ORG PERSON PERSON PERSON PERSON PERSON ORG CARDINAL ORG ORG ORG GPE ORG ORG CARDINAL
55053,0,ORG ORG NORP ORG ORG CARDINAL DATE DATE
55054,0,PERSON PERSON
55055,0,ORG ORG ORG ORG
